text,label,id
這條繩子的拉力非常強。,0,657
這台電視機的邊框非常窄。,0,658
他在陽台看著星星，思考著未來。,0,659
這支剪刀的把手握起來很舒服。,0,660
請把這個包裹交給警衛室代收。,0,661
這張地圖的比例尺非常精確。,0,662
他在抽屜裡找到了一把舊鑰匙。,0,663
這款指甲油的乾速很快。,0,664
雖然他很瘦，但力氣很大。,0,665
這條路燈在晚上會自動開啟。,0,666
這台體脂計可以測量多項健康數據。,0,667
他在廚房裡煮了一壺香醇的咖啡。,0,668
這支牙刷有附帶一個旅行用盒子。,0,669
請記得在睡前將大門上鎖。,0,670
這張悠遊卡的餘額已經剩不到十元。,0,671
他在錢包裡放了一張健身房的會員卡。,0,672
這款洗潔精洗完手後不會緊繃。,0,673
雖然他很固執，但有時候也會聽勸。,0,674
這條毛巾的觸感非常細緻。,0,675
這台熱水瓶有智慧節電模式。,0,676
他在陽台種了一些薄荷葉。,0,677
這支原子筆的墨水很快就乾了。,0,678
請確認您的訂購清單是否完整。,0,679
這張餐桌的桌面很容易清理。,0,680
他在抽屜裡放了一些文具備品。,0,681
這款洗髮乳的味道淡淡的草本香。,0,682
雖然他很內向，但很願意幫助人。,0,683
這條領帶的顏色跟襯衫很協調。,0,684
這台印表機支援無線列印功能。,0,685
他在書桌上放了一台小型的空氣清淨機。,0,686
這支螢光筆的墨水不會滲透紙張。,0,687
請務必保持安靜，以免影響他人。,0,688
這張辦公椅的輪子滑動非常順暢。,0,689
他在筆記本上寫下了今日的讀書進度。,0,690
這款香水的瓶身設計很精美。,0,691
雖然他很愛玩，但對待工作很認真。,0,692
這條圍裙的帶子可以調整長度。,0,693
這台收音機可以接收多個頻道。,0,694
他在花園裡種了幾株不同顏色的玫瑰。,0,695
這支牙膏有薄荷的清涼感。,0,696
請在進入圖書館前先關閉手機鈴聲。,0,697
這張地圖標示了最近的避難所位置。,0,698
他在冰箱門上貼了一張備忘錄。,0,699
這款乳液的質地非常輕盈。,0,700
雖然他很年輕，但已經很有名了。,0,701
這條小徑在秋天時落葉紛飛。,0,702
這台碎紙機的操作介面很直覺。,0,703
程式碼需要優化,0,704
專案需要重新編譯,0,705
任務已排入佇列,0,706
這個功能正在開發中,0,707
模型開始進行訓練,0,708
系統更新已完成,0,709
結果已經上傳完成,0,710
天氣今天非常晴朗,0,711
請確認檔案是否存在,0,712
資料庫連線成功,0,713
請填寫完整資訊,0,714
我們下午開會討論,0,715
使用者成功登入,0,716
這是一個測試句子,0,717
伺服器連線穩定,0,718
他正在看一本書,0,719
請稍後再試一次,0,720
今天下雨記得帶傘,0,721
系統正在正常運作,0,722
任務已排入佇列,0,723
資料已成功儲存,0,724
不知道有沒有人在用,0,725
是不是我想太多了,0,726
只是單純好奇,0,727
希望有人可以分享經驗,0,728
老實說上班之後這樣是不是很奇怪,0,729
有人有類似經驗嗎,0,730
跟朋友聊天時,0,731
沒有其他意思,0,732
這樣的情況常見嗎,0,733
想聽聽大家的想法,0,734
歡迎理性討論,0,735
遇到這種狀況該怎麼處理,0,736
不知道是不是只有我這樣,0,737
搬家之後大家會怎麼選擇,0,738
謝謝大家回覆,0,739
